scenario_id,domain,users,concurrent_users,storage_size_gb,daily_growth_gb,data_types,read_intensity,write_intensity,latency_ms,availability_pct,rto_hours,rpo_hours,retention_years,compliance,analytics_flag,budget_tier,backup_frequency_per_week,realtime_required,ml_required,streaming_required,profile_read_category,profile_write_category,profile_growth_category,profile_scale_category,detected_problems,problem_count,has_high_availability_req,has_high_growth,has_cost_pressure,all_technique_ids,required_technique_ids,recommendation_count,top_technique,has_caching,has_partitioning,has_sharding,has_tiered_storage,has_object_storage,has_columnar,baseline_storage_gb,optimized_storage_gb,storage_reduction_pct,baseline_cost_usd,optimized_cost_usd,cost_reduction_pct,baseline_latency_ms,optimized_latency_ms,latency_improvement_pct,architecture_services,component_count
ai_startup_0010,ai_startup,6838,904,72473.9,208.4,"[""EMBEDDINGS"", ""ML_FEATURES"", ""IMAGES""]",MEDIUM,HIGH,50.0,99.99,8.0,1.0,3.0,"[""GDPR""]",True,MEDIUM,7,False,True,True,MEDIUM,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""DISASTER_RECOVERY_REQUIREMENT""]",8,True,False,False,"[""replication"", ""parquet_format"", ""data_pruning"", ""compression"", ""deduplication"", ""lifecycle_management"", ""tiered_storage"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""object_storage"", ""chunking"", ""sharding"", ""archiving""]","[""replication""]",15,replication,False,True,True,True,True,True,72473.9,19343.6,73.3,1666.9,224.39,86.5,50.0,20.0,60.0,"[""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3 Glacier Deep Archive""]",4
iot_0011,iot,176548,14190,268365.3,3434.9,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",MEDIUM,HIGH,500.0,99.99,0.5,0.08333333333333333,3.0,"[""NONE""]",True,MEDIUM,7,False,False,False,MEDIUM,HIGH,EXTREME,MEDIUM,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COST_OVERRUN_RISK"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""MAINTENANCE_BURDEN""]",8,True,True,False,"[""tiered_storage"", ""compression"", ""lifecycle_management"", ""parquet_format"", ""replication"", ""data_pruning"", ""deduplication"", ""object_storage"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""sharding"", ""chunking"", ""archiving""]","[""tiered_storage"", ""compression"", ""lifecycle_management"", ""parquet_format"", ""replication"", ""data_pruning"", ""deduplication"", ""object_storage"", ""sharding"", ""chunking"", ""archiving""]",15,tiered_storage,False,True,True,True,True,True,268365.3,82042.5,69.4,6172.4,951.69,84.6,500.0,200.0,60.0,"[""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3 Glacier Deep Archive""]",4
saas_0012,saas,951820,119693,76096.2,280.2,"[""TEXT"", ""DOCUMENTS"", ""TRANSACTIONS""]",HIGH,MEDIUM,200.0,99.99,4.0,0.5,5.0,"[""NONE""]",True,MEDIUM,21,False,False,False,HIGH,HIGH,MODERATE,HIGH,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""SCALABILITY_PRESSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT"", ""SECURITY_EXPOSURE""]",10,True,False,False,"[""replication"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""object_storage"", ""partitioning"", ""compression"", ""deduplication"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""indexing"", ""schema_optimization"", ""query_optimization"", ""sharding"", ""caching"", ""chunking""]","[""replication""]",19,replication,True,True,True,True,True,True,76096.2,18741.0,75.4,1750.21,217.4,87.6,200.0,41.6,79.2,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)""]",5
gaming_0013,gaming,838426,75265,147980.0,848.7,"[""LOGS"", ""TIME_SERIES"", ""CLICKSTREAM""]",HIGH,MEDIUM,20.0,99.999,4.0,0.5,1.0,"[""NONE""]",True,MEDIUM,3,True,False,True,HIGH,HIGH,HIGH,HIGH,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_STORAGE_GROWTH"", ""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""SCALABILITY_PRESSURE"", ""MAINTENANCE_BURDEN"", ""HIGH_WRITE_PRESSURE"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COST_OVERRUN_RISK"", ""QUERY_PERFORMANCE_DEGRADATION""]",10,True,True,False,"[""replication"", ""sharding"", ""caching"", ""materialized_views"", ""partitioning"", ""columnar_storage"", ""data_aggregation"", ""parquet_format"", ""object_storage"", ""indexing"", ""compression"", ""schema_optimization"", ""query_optimization"", ""deduplication"", ""tiered_storage"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]","[""replication""]",19,replication,True,True,True,True,True,True,147980.0,35755.4,75.8,3403.54,414.76,87.8,20.0,5.6,72.0,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive""]",5
gaming_0014,gaming,5852484,375033,265825.4,939.6,"[""LOGS"", ""TIME_SERIES"", ""CLICKSTREAM""]",HIGH,HIGH,50.0,99.99,0.5,0.5,1.0,"[""NONE""]",False,MEDIUM,7,False,False,True,HIGH,HIGH,HIGH,HIGH,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_STORAGE_GROWTH"", ""HIGH_READ_LATENCY"", ""DISASTER_RECOVERY_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""HIGH_WRITE_PRESSURE"", ""COST_OVERRUN_RISK"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MAINTENANCE_BURDEN""]",9,True,True,False,"[""replication"", ""sharding"", ""caching"", ""partitioning"", ""object_storage"", ""indexing"", ""compression"", ""schema_optimization"", ""query_optimization"", ""deduplication"", ""tiered_storage"", ""materialized_views"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""replication"", ""sharding"", ""caching""]",19,replication,True,True,True,True,True,True,265825.4,57037.8,78.5,6113.98,661.64,89.2,50.0,11.6,76.8,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Amazon Redshift""]",5
saas_0015,saas,12893,1646,42841.9,160.2,"[""TEXT"", ""DOCUMENTS"", ""TRANSACTIONS""]",HIGH,LOW,100.0,99.99,2.0,0.5,7.0,"[""SOC2""]",True,HIGH,21,False,False,False,HIGH,MEDIUM,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",11,True,False,False,"[""materialized_views"", ""replication"", ""indexing"", ""partitioning"", ""columnar_storage"", ""data_aggregation"", ""caching"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""object_storage"", ""chunking"", ""sharding""]","[""replication""]",19,materialized_views,True,True,True,True,True,True,42841.9,9211.5,78.5,985.36,106.85,89.2,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3""]",5
ecommerce_0016,ecommerce,375761,15844,75608.0,318.2,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,MEDIUM,200.0,99.9,2.0,2.0,7.0,"[""PCI_DSS""]",True,MEDIUM,14,False,False,False,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",10,True,False,False,"[""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""replication"", ""partitioning"", ""compression"", ""deduplication"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""indexing"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""chunking"", ""sharding""]",[],18,data_pruning,False,True,True,True,True,True,75608.0,20532.2,72.8,1738.98,238.17,86.3,200.0,8.0,96.0,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon RDS for PostgreSQL (sharded)""]",4
ecommerce_0017,ecommerce,14726,558,15500.3,111.6,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,MEDIUM,100.0,99.9,8.0,0.5,7.0,"[""PCI_DSS""]",True,HIGH,7,False,False,True,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",12,True,False,False,"[""partitioning"", ""materialized_views"", ""indexing"", ""replication"", ""columnar_storage"", ""data_aggregation"", ""caching"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""object_storage"", ""chunking"", ""sharding""]","[""partitioning""]",19,partitioning,True,True,True,True,True,True,15500.3,3979.0,74.3,356.51,46.16,87.1,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3""]",5
saas_0018,saas,9668,1376,84974.8,294.7,"[""TEXT"", ""DOCUMENTS"", ""TRANSACTIONS""]",MEDIUM,LOW,100.0,99.99,1.0,0.25,5.0,"[""NONE""]",True,MEDIUM,21,False,True,False,MEDIUM,MEDIUM,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""DISASTER_RECOVERY_REQUIREMENT"", ""MODERATE_STORAGE_GROWTH"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""SECURITY_EXPOSURE""]",8,True,False,False,"[""replication"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""compression"", ""deduplication"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""indexing"", ""partitioning"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""chunking"", ""sharding""]","[""replication""]",18,replication,False,True,True,True,True,True,84974.8,19099.8,77.5,1954.42,221.56,88.7,100.0,4.0,96.0,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon RDS for PostgreSQL (sharded)""]",4
iot_0019,iot,928787,108811,669807.2,2179.2,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",LOW,HIGH,500.0,99.9,0.16666666666666666,0.08333333333333333,5.0,"[""NONE""]",True,HIGH,1,False,True,True,MEDIUM,HIGH,EXTREME,HIGH,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""COST_OVERRUN_RISK"", ""MAINTENANCE_BURDEN""]",10,True,True,False,"[""tiered_storage"", ""archiving"", ""lifecycle_management"", ""replication"", ""sharding"", ""compression"", ""parquet_format"", ""object_storage"", ""data_pruning"", ""deduplication"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""chunking"", ""caching""]","[""tiered_storage"", ""archiving"", ""lifecycle_management"", ""replication"", ""sharding"", ""compression"", ""parquet_format"", ""object_storage"", ""data_pruning"", ""deduplication"", ""chunking""]",16,tiered_storage,True,True,True,True,True,True,669807.2,204768.1,69.4,15405.57,2375.31,84.6,500.0,101.6,79.7,"[""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)""]",5
